code,label,description,parent,kind,in_plot
M2337,M23.37,Other meniscus derangements-Capsular lig,M233,extension,1
M2339,M23.39,Other meniscus derangements (Unspecified ligament or Unspecified meniscus),M233,extension,1
M234,M23.4,Loose body in knee,M23,subcategory,1
M2340,M23.40,Loose body in knee-Mult sites,M234,extension,1
M2341,M23.41,Loose body in knee-Ant lig/hrn men,M234,extension,1
M2342,M23.42,Loose body in knee-Pst lig/hrn men,M234,extension,1
M2343,M23.43,Loose body in knee-Med lig/oth men,M234,extension,1
M2344,M23.44,Loose body in knee-Lat lig/ant men,M234,extension,1
M2346,M23.46,Loose body in knee-O/unsp lat men,M234,extension,1
M2347,M23.47,Loose body in knee-Capsular lig,M234,extension,1
M2349,M23.49,Loose body in knee-Unspec lig/men,M234,extension,1
M235,M23.5,Chronic instability of knee,M23,subcategory,1
M2350,M23.50,Chronic instability of knee (Multiple sites),M235,extension,1
M2351,M23.51,Chronic instability of knee (Anterior cruciate ligament or Anterior horn of medial meniscus),M235,extension,1
M2352,M23.52,Chronic instability of knee (Posterior cruciate ligament or Posterior horn of medial meniscus),M235,extension,1
M2353,M23.53,Chronic instability of knee (Medial collateral ligament or Other and unspecified medial meniscus),M235,extension,1
M2354,M23.54,Chronic instability of knee (Lateral collateral ligament or Anterior horn of lateral meniscus),M235,extension,1
M2355,M23.55,Chronic instability of knee (Posterior horn of lateral meniscus),M235,extension,1
M2356,M23.56,Chronic instability of knee (Other and unspecified lateral meniscus),M235,extension,1
M2357,M23.57,Chronic instability of knee (Capsular ligament),M235,extension,1
M2359,M23.59,Chronic instability of knee (Unspecified ligament or Unspecified meniscus),M235,extension,1
M236,M23.6,Other spontaneous disruption of ligament(s) of knee,M23,subcategory,1
M2360,M23.60,Other spontaneous disruption of ligament(s) of knee (Multiple sites),M236,extension,1
M2361,M23.61,Other spontaneous disruption of ligament(s) of knee (Anterior cruciate ligament or Anterior horn of medial meniscus),M236,extension,1
M2362,M23.62,Other spontaneous disruption of ligament(s) of knee (Posterior cruciate ligament or Posterior horn of medial meniscus),M236,extension,1
M2367,M23.67,Other spontaneous disruption of ligament(s) of knee (Capsular ligament),M236,extension,1
M2369,M23.69,Other spontaneous disruption of ligament(s) of knee (Unspecified ligament or Unspecified meniscus),M236,extension,1
M238,M23.8,Other internal derangements of knee,M23,subcategory,1
M2380,M23.80,Other internal derangements of knee (Multiple sites),M238,extension,1
M2381,M23.81,Other internal derangements of knee (Anterior cruciate ligament or Anterior horn of medial meniscus),M238,extension,1
M2382,M23.82,Other internal derangements of knee (Posterior cruciate ligament or Posterior horn of medial meniscus),M238,extension,1
M2383,M23.83,Other internal derangements of knee (Medial collateral ligament or Other and unspecified medial meniscus),M238,extension,1
M2384,M23.84,Other internal derangements of knee (Lateral collateral ligament or Anterior horn of lateral meniscus),M238,extension,1
M2385,M23.85,Other internal derangements of knee (Posterior horn of lateral meniscus),M238,extension,1
M2386,M23.86,Other internal derangements of knee (Other and unspecified lateral meniscus),M238,extension,1
M2387,M23.87,Other internal derangements of knee (Capsular ligament),M238,extension,1
M2389,M23.89,Other internal derangements of knee (Unspecified ligament or Unspecified meniscus),M238,extension,1
M239,M23.9,"Internal derangement of knee, unspecified",M23,subcategory,1
M2390,M23.90,"Internal derangement of knee, unspecified (Multiple sites)",M239,extension,1
M2391,M23.91,"Internal derangement of knee, unspecified (Anterior cruciate ligament or Anterior horn of medial meniscus)",M239,extension,1
M2392,M23.92,"Internal derangement of knee, unspecified (Posterior cruciate ligament or Posterior horn of medial meniscus)",M239,extension,1
M2393,M23.93,"Internal derangement of knee, unspecified (Medial collateral ligament or Other and unspecified medial meniscus)",M239,extension,1
M2394,M23.94,"Internal derangement of knee, unspecified (Lateral collateral ligament or Anterior horn of lateral meniscus)",M239,extension,1
M2397,M23.97,"Internal derangement of knee, unspecified (Capsular ligament)",M239,extension,1
M2399,M23.99,"Internal derangement of knee, unspecified (Unspecified ligament or Unspecified meniscus)",M239,extension,1
M24,M24,Other specific joint derangements,M20-M25,category,0
M240,M24.0,Loose body in joint,M24,subcategory,1
M2401,M24.01,Loose body in joint (Shoulder region),M240,extension,1
M2402,M24.02,Loose body in joint (Upper arm),M240,extension,1
M2403,M24.03,Loose body in joint (Forearm),M240,extension,1
M2404,M24.04,Loose body in joint (Hand),M240,extension,1
M2405,M24.05,Loose body in joint (Pelvic region and thigh),M240,extension,1
M2406,M24.06,Loose body in joint-Lower leg,M240,extension,1
M2407,M24.07,Loose body in joint (Ankle and foot),M240,extension,1
M241,M24.1,Other articular cartilage disorders,M24,subcategory,1
M2410,M24.10,Other articular cartilage disorders (Multiple sites),M241,extension,1
M2411,M24.11,Other articular cartilage disorders (Shoulder region),M241,extension,1
M2413,M24.13,Other articular cartilage disorders (Forearm),M241,extension,1
M2414,M24.14,Other articular cartilage disorders (Hand),M241,extension,1
M2415,M24.15,Other articular cartilage disorders (Pelvic region and thigh),M241,extension,1
M2416,M24.16,Other articular cartilage disorders (Lower leg),M241,extension,1
M2417,M24.17,Other articular cartilage disorders (Ankle and foot),M241,extension,1
M242,M24.2,Disorder of ligament,M24,subcategory,1
M2420,M24.20,Disorder of ligament (Multiple sites),M242,extension,1
M2421,M24.21,Disorder of ligament (Shoulder region),M242,extension,1
M2422,M24.22,Disorder of ligament (Upper arm),M242,extension,1
M2423,M24.23,Disorder of ligament (Forearm),M242,extension,1
M2424,M24.24,Disorder of ligament (Hand),M242,extension,1
M2425,M24.25,Disorder of ligament (Pelvic region and thigh),M242,extension,1
M2426,M24.26,Disorder of ligament (Lower leg),M242,extension,1
M2427,M24.27,Disorder of ligament (Ankle and foot),M242,extension,1
M2428,M24.28,Disorder of ligament (Other),M242,extension,1
M2429,M24.29,Disorder of ligament (Site unspecified),M242,extension,1
M243,M24.3,"Pathological dislocation and subluxation of joint, not elsewhere classified",M24,subcategory,1
M2431,M24.31,"Pathological dislocation and subluxation of joint, not elsewhere classified (Shoulder region)",M243,extension,1
M2433,M24.33,"Pathological dislocation and subluxation of joint, not elsewhere classified (Forearm)",M243,extension,1
M2434,M24.34,"Pathological dislocation and subluxation of joint, not elsewhere classified (Hand)",M243,extension,1
M2435,M24.35,"Pathological dislocation and subluxation of joint, not elsewhere classified (Pelvic region and thigh)",M243,extension,1
M2437,M24.37,"Pathological dislocation and subluxation of joint, not elsewhere classified (Ankle and foot)",M243,extension,1
M244,M24.4,Recurrent dislocation and subluxation of joint,M24,subcategory,1
M2441,M24.41,Recurrent dislocation and subluxation of joint (Shoulder region),M244,extension,1
M2442,M24.42,Recurrent dislocation and subluxation of joint (Upper arm),M244,extension,1
M2443,M24.43,Recurrent dislocation and subluxation of joint (Forearm),M244,extension,1
M2444,M24.44,Recurrent dislocation and subluxation of joint (Hand),M244,extension,1
M2445,M24.45,Recurrent dislocation and subluxation of joint (Pelvic region and thigh),M244,extension,1
M2446,M24.46,Recurrent dislocation and subluxation of joint (Lower leg),M244,extension,1
M2447,M24.47,Recurrent dislocation and subluxation of joint (Ankle and foot),M244,extension,1
M245,M24.5,Contracture of joint,M24,subcategory,1
M2450,M24.50,Contracture of joint (Multiple sites),M245,extension,1
M2451,M24.51,Contracture of joint (Shoulder region),M245,extension,1
M2452,M24.52,Contracture of joint (Upper arm),M245,extension,1
M2453,M24.53,Contracture of joint (Forearm),M245,extension,1
M2454,M24.54,Contracture of joint (Hand),M245,extension,1
M2455,M24.55,Contracture of joint (Pelvic region and thigh),M245,extension,1
M2456,M24.56,Contracture of joint (Lower leg),M245,extension,1
M2457,M24.57,Contracture of joint (Ankle and foot),M245,extension,1
M2459,M24.59,Contracture of joint (Site unspecified),M245,extension,1
M246,M24.6,Ankylosis of joint,M24,subcategory,1
M2460,M24.60,Ankylosis of joint (Multiple sites),M246,extension,1
M2461,M24.61,Ankylosis of joint (Shoulder region),M246,extension,1
M2464,M24.64,Ankylosis of joint (Hand),M246,extension,1
M2465,M24.65,Ankylosis of joint (Pelvic region and thigh),M246,extension,1
M2466,M24.66,Ankylosis of joint (Lower leg),M246,extension,1
M2467,M24.67,Ankylosis of joint (Ankle and foot),M246,extension,1
M247,M24.7,Protrusio acetabuli,M24,subcategory,1
M2475,M24.75,Protrusio acetabuli-Pelvic/thigh,M247,extension,1
M2478,M24.78,Protrusio acetabuli-Other,M247,extension,1
M2479,M24.79,Protrusio acetabuli-Site unspec,M247,extension,1
M248,M24.8,"Other specific joint derangements, not elsewhere classified",M24,subcategory,1
M2480,M24.80,"Other specific joint derangements, not elsewhere classified (Multiple sites)",M248,extension,1
M2481,M24.81,"Other specific joint derangements, not elsewhere classified (Shoulder region)",M248,extension,1
M2482,M24.82,"Other specific joint derangements, not elsewhere classified (Upper arm)",M248,extension,1
M2483,M24.83,"Other specific joint derangements, not elsewhere classified (Forearm)",M248,extension,1
M2484,M24.84,"Other specific joint derangements, not elsewhere classified (Hand)",M248,extension,1
M2485,M24.85,"Other specific joint derangements, not elsewhere classified (Pelvic region and thigh)",M248,extension,1
M2486,M24.86,"Other specific joint derangements, not elsewhere classified (Lower leg)",M248,extension,1
M2487,M24.87,"Other specific joint derangements, not elsewhere classified (Ankle and foot)",M248,extension,1
M2488,M24.88,"Other specific joint derangements, not elsewhere classified (Other)",M248,extension,1
M2489,M24.89,"Other specific joint derangements, not elsewhere classified (Site unspecified)",M248,extension,1
M249,M24.9,"Joint derangement, unspecified",M24,subcategory,1
M2491,M24.91,"Joint derangement, unspecified (Shoulder region)",M249,extension,1
M2493,M24.93,"Joint derangement, unspecified (Forearm)",M249,extension,1
M2494,M24.94,"Joint derangement, unspecified (Hand)",M249,extension,1
M2496,M24.96,"Joint derangement, unspecified (Lower leg)",M249,extension,1
M2497,M24.97,"Joint derangement, unspecified (Ankle and foot)",M249,extension,1
M25,M25,"Other joint disorders, not elsewhere classified",M20-M25,category,1
M250,M25.0,Haemarthrosis,M25,subcategory,1
M2501,M25.01,Haemarthrosis (Shoulder region),M250,extension,1
M2502,M25.02,Haemarthrosis (Upper arm),M250,extension,1
M2504,M25.04,Haemarthrosis (Hand),M250,extension,1
M2505,M25.05,Haemarthrosis (Pelvic region and thigh),M250,extension,1
M2506,M25.06,Haemarthrosis (Lower leg),M250,extension,1
M2507,M25.07,Haemarthrosis (Ankle and foot),M250,extension,1
M2508,M25.08,Haemarthrosis (Other),M250,extension,1
M251,M25.1,Fistula of joint,M25,subcategory,0
M2511,M25.11,Fistula of joint (Shoulder region),M251,extension,1
M2512,M25.12,Fistula of joint (Upper arm),M251,extension,1
M2516,M25.16,Fistula of joint (Lower leg),M251,extension,1
M2517,M25.17,Fistula of joint (Ankle and foot),M251,extension,1
M252,M25.2,Flail joint,M25,subcategory,1
M2521,M25.21,Flail joint (Shoulder region),M252,extension,1
M2526,M25.26,Flail joint (Lower leg),M252,extension,1
M2527,M25.27,Flail joint (Ankle and foot),M252,extension,1
M253,M25.3,Other instability of joint,M25,subcategory,1
M2531,M25.31,Other instability of joint (Shoulder region),M253,extension,1
M2532,M25.32,Other instability of joint (Upper arm),M253,extension,1
M2533,M25.33,Other instability of joint (Forearm),M253,extension,1
M2534,M25.34,Other instability of joint (Hand),M253,extension,1
M2535,M25.35,Other instability of joint (Pelvic region and thigh),M253,extension,1
M2536,M25.36,Other instability of joint (Lower leg),M253,extension,1
M2537,M25.37,Other instability of joint (Ankle and foot),M253,extension,1
M2539,M25.39,Other instability of joint (Site unspecified),M253,extension,1
M254,M25.4,Effusion of joint,M25,subcategory,1
M2540,M25.40,Effusion of joint (Multiple sites),M254,extension,1
M2541,M25.41,Effusion of joint (Shoulder region),M254,extension,1
M2542,M25.42,Effusion of joint (Upper arm),M254,extension,1
M2543,M25.43,Effusion of joint (Forearm),M254,extension,1
M2544,M25.44,Effusion of joint (Hand),M254,extension,1
M2545,M25.45,Effusion of joint (Pelvic region and thigh),M254,extension,1
M2546,M25.46,Effusion of joint (Lower leg),M254,extension,1
M2547,M25.47,Effusion of joint (Ankle and foot),M254,extension,1
M2548,M25.48,Effusion of joint (Other),M254,extension,1
M2549,M25.49,Effusion of joint (Site unspecified),M254,extension,1
M255,M25.5,Pain in joint,M25,subcategory,1
M2550,M25.50,Pain in joint (Multiple sites),M255,extension,1
M2551,M25.51,Pain in joint (Shoulder region),M255,extension,1
M2552,M25.52,Pain in joint (Upper arm),M255,extension,1
M2553,M25.53,Pain in joint (Forearm),M255,extension,1
M2554,M25.54,Pain in joint (Hand),M255,extension,1
M2555,M25.55,Pain in joint (Pelvic region and thigh),M255,extension,1
M2556,M25.56,Pain in joint (Lower leg),M255,extension,1
M2557,M25.57,Pain in joint (Ankle and foot),M255,extension,1
M2558,M25.58,Pain in joint (Other),M255,extension,1
M2559,M25.59,Pain in joint (Site unspecified),M255,extension,1
M256,M25.6,"Stiffness of joint, not elsewhere classified",M25,subcategory,1
M2560,M25.60,"Stiffness of joint, not elsewhere classified (Multiple sites)",M256,extension,1
M2561,M25.61,"Stiffness of joint, not elsewhere classified (Shoulder region)",M256,extension,1
M2562,M25.62,"Stiffness of joint, not elsewhere classified (Upper arm)",M256,extension,1
M2563,M25.63,"Stiffness of joint, not elsewhere classified (Forearm)",M256,extension,1
M2564,M25.64,"Stiffness of joint, not elsewhere classified (Hand)",M256,extension,1
M2565,M25.65,"Stiffness of joint, not elsewhere classified (Pelvic region and thigh)",M256,extension,1
M2566,M25.66,"Stiffness of joint, not elsewhere classified (Lower leg)",M256,extension,1
M2567,M25.67,"Stiffness of joint, not elsewhere classified (Ankle and foot)",M256,extension,1
M2568,M25.68,"Stiffness of joint, not elsewhere classified (Other)",M256,extension,1
M2569,M25.69,"Stiffness of joint, not elsewhere classified (Site unspecified)",M256,extension,1
M257,M25.7,Osteophyte,M25,subcategory,1
M2570,M25.70,Osteophyte (Multiple sites),M257,extension,1
M2571,M25.71,Osteophyte (Shoulder region),M257,extension,1
M2572,M25.72,Osteophyte (Upper arm),M257,extension,1
M2573,M25.73,Osteophyte (Forearm),M257,extension,1
M2574,M25.74,Osteophyte (Hand),M257,extension,1
M2575,M25.75,Osteophyte (Pelvic region and thigh),M257,extension,1
M2576,M25.76,Osteophyte (Lower leg),M257,extension,1
M2577,M25.77,Osteophyte (Ankle and foot),M257,extension,1
M2578,M25.78,Osteophyte (Other),M257,extension,1
M2579,M25.79,Osteophyte (Site unspecified),M257,extension,1
M258,M25.8,Other specified joint disorders,M25,subcategory,1
M2580,M25.80,Other specified joint disorders (Multiple sites),M258,extension,1
M2581,M25.81,Other specified joint disorders (Shoulder region),M258,extension,1
M2582,M25.82,Other specified joint disorders (Upper arm),M258,extension,1
M2583,M25.83,Other specified joint disorders (Forearm),M258,extension,1
M2584,M25.84,Other specified joint disorders (Hand),M258,extension,1
M2585,M25.85,Other specified joint disorders (Pelvic region and thigh),M258,extension,1
M2586,M25.86,Other specified joint disorders (Lower leg),M258,extension,1
M2587,M25.87,Other specified joint disorders (Ankle and foot),M258,extension,1
M2588,M25.88,Other specified joint disorders (Other),M258,extension,1
M259,M25.9,"Joint disorder, unspecified",M25,subcategory,1
M2590,M25.90,"Joint disorder, unspecified (Multiple sites)",M259,extension,1
